class_type,wristX,wristY,thumb_CmcX,thumb_CmcY,thumb_McpX,thumb_McpY,thumb_IpX,thumb_IpY,thumb_TipX,thumb_TipY,index_McpX,index_McpY,index_PipX,index_PipY,index_DipX,index_DipY,index_TipX,index_TipY,middle_McpX,middle_McpY,middle_PipX,middle_PipY,middle_DipX,middle_DipY,middle_TipX,middle_TipY,ring_McpX,ring_McpY,ring_PipX,ring_PipY,ring_DipX,ring_DipY,ring_TipX,ring_TipY,pinky_McpX,pinky_McpY,pinky_PipX,pinky_PipY,pinky_DipX,pinky_DipY,pinky_TipX,pinky_TipY
A,1012.692928314209,1363.0931377410889,719.8149561882019,1201.1592388153076,541.2793159484863,865.9398555755615,548.7275719642639,573.7593173980713,676.6102910041809,378.78793478012085,806.5751791000366,676.9244074821472,818.3649182319641,438.6911988258362,781.3453674316406,685.1133108139038,773.2033133506775,817.1587586402893,1005.1014423370361,730.9091687202454,1030.1446914672852,493.2081699371338,943.9970850944519,799.6910214424133,946.2998509407043,897.5240588188171,1194.1975355148315,812.7495050430298,1198.8966464996338,606.7710518836975,1081.7856788635254,910.7052087783813,1078.5179138183594,1022.6962566375732,1377.6183128356934,910.3901386260986,1374.0841150283813,751.8861889839172,1264.1737461090088,944.2622661590576,1249.6657371520996,1042.1867370605469
A,1052.8895854949951,1418.086290359497,761.1643671989441,1231.7934036254883,586.8734121322632,888.0883455276489,594.8914289474487,592.7179455757141,724.4428396224976,396.69355750083923,863.8565540313721,716.0152196884155,879.3321847915649,471.5009927749634,835.9724283218384,721.3698029518127,830.4636478424072,851.054847240448,1058.8566064834595,774.185299873352,1087.8454446792603,524.1720080375671,991.0447597503662,833.1477642059326,996.0950613021851,926.7532229423523,1247.2573518753052,859.3947887420654,1261.6496086120605,631.6794157028198,1136.5594863891602,941.1430954933167,1137.1031999588013,1053.6060333251953,1434.5736503601074,960.5437517166138,1440.9840106964111,773.7484574317932,1328.192949295044,967.6517248153687,1316.0583972930908,1070.069432258606
A,1005.0358772277832,1394.9356079101562,720.9271192550659,1217.834234237671,554.6960830688477,879.1490197181702,566.5096044540405,588.4042382240295,691.2685632705688,391.82084798812866,829.3699026107788,706.4624428749084,841.873049736023,473.5279679298401,797.8378534317017,720.9495306015015,794.0313220024109,846.1964130401611,1021.4745998382568,763.307511806488,1043.1926250457764,520.1958417892456,949.1309523582458,829.7432661056519,957.2904109954834,918.775737285614,1207.6267004013062,847.7121591567993,1213.6820554733276,627.8766989707947,1090.9167528152466,936.1597299575806,1094.5312976837158,1043.5134172439575,1392.2098875045776,949.261486530304,1391.0545110702515,771.9448804855347,1277.8561115264893,963.7771844863892,1268.0678367614746,1061.4604949951172
A,1003.6911964416504,1334.326982498169,717.3978686332703,1152.539849281311,546.8958020210266,817.5398111343384,554.2775392532349,525.6263017654419,686.6514682769775,339.48975801467896,827.6517391204834,640.1718258857727,843.050479888916,416.903018951416,792.4584746360779,662.0914340019226,782.8685641288757,784.8783731460571,1021.317720413208,701.1505365371704,1048.997402191162,470.8125591278076,949.3387937545776,774.0083932876587,952.6925683021545,863.3565902709961,1205.7592868804932,790.0785207748413,1215.2493000030518,585.187017917633,1083.40585231781,885.0751519203186,1079.9146890640259,988.0746603012085,1387.396216392517,894.3571448326111,1388.4824514389038,730.5153608322144,1269.5467472076416,917.0280694961548,1254.3339729309082,1008.945107460022
A,972.9388952255249,1414.008378982544,770.9122896194458,1233.1182956695557,696.4772343635559,931.3265085220337,715.2742147445679,700.2036571502686,741.4127588272095,513.5644674301147,889.6660804748535,820.8037614822388,949.0334987640381,616.1637902259827,914.846658706665,811.8551969528198,883.043646812439,943.2737231254578,1051.9051551818848,889.769971370697,1115.1456832885742,697.8698372840881,1032.8723192214966,934.935450553894,1000.8846521377563,1045.6771850585938,1196.8841552734375,975.456714630127,1252.8446912765503,807.2252869606018,1139.077067375183,1032.4690341949463,1092.8596258163452,1145.903468132019,1332.263708114624,1073.6852884292603,1375.6394386291504,929.1678667068481,1275.6741046905518,1062.0580911636353,1226.6008853912354,1148.860216140747
A,770.10178565979,1617.8174018859863,555.8195114135742,1442.0113563537598,483.2419455051422,1126.3490915298462,507.0040225982666,886.2982392311096,529.2593240737915,694.7904825210571,675.967812538147,1015.0725841522217,748.3805418014526,814.6030306816101,710.7231616973877,1026.0089635849,674.8767495155334,1170.1598167419434,842.8188562393188,1090.6896591186523,919.1675186157227,904.2890667915344,833.1630229949951,1152.0673036575317,800.6888628005981,1269.7712182998657,992.5729036331177,1183.7238073349,1054.6283721923828,1024.5676040649414,936.6998076438904,1257.9257488250732,891.071081161499,1374.697208404541,1131.5572261810303,1285.8071327209473,1178.3863306045532,1162.4257564544678,1076.228380203247,1299.2374897003174,1027.3778438568115,1380.8479309082031
A,1194.9864625930786,1415.203332901001,958.0804109573364,1296.2710857391357,803.5567998886108,1045.8825826644897,776.8853306770325,792.1634912490845,833.4096670150757,586.0860347747803,940.9438967704773,819.8322653770447,974.4359254837036,577.5901079177856,993.0317401885986,772.4989652633667,995.5965876579285,869.5588707923889,1103.7136316299438,858.5948944091797,1165.1827096939087,637.6529335975647,1132.1831941604614,923.9102602005005,1109.1556549072266,957.4810266494751,1259.057641029358,915.6131744384766,1325.5285024642944,732.063889503479,1256.9506168365479,992.3344254493713,1224.0028381347656,1023.9033699035645,1408.0872535705566,976.8455624580383,1457.8288793563843,856.3818335533142,1388.2349729537964,1030.1718711853027,1356.6715717315674,1059.9647760391235
A,1197.831153869629,1416.6724681854248,969.7083234786987,1302.986979484558,815.2602910995483,1053.7091493606567,787.4248623847961,801.9379377365112,853.3236980438232,603.7467122077942,965.2530550956726,820.1559782028198,1003.0019283294678,587.5825881958008,1020.2246904373169,784.0328216552734,1020.6918716430664,874.381959438324,1126.3689994812012,859.0962290763855,1187.494158744812,645.2373266220093,1148.093819618225,932.7660202980042,1124.7435808181763,957.2709202766418,1278.4911394119263,917.6783561706543,1346.1343050003052,738.7626767158508,1269.2832946777344,996.7324137687683,1237.7660274505615,1020.3871726989746,1424.4054555892944,982.984185218811,1477.0644903182983,866.941511631012,1399.9474048614502,1036.6908311843872,1367.2024011611938,1061.1027479171753
A,1084.426760673523,1482.379674911499,780.8116674423218,1310.200810432434,625.9210705757141,961.1526727676392,609.2095375061035,666.2616729736328,628.5247802734375,428.5099506378174,854.322612285614,735.9955310821533,832.9629898071289,540.9994125366211,799.1942763328552,797.7773547172546,806.9886565208435,895.248532295227,1067.3102140426636,789.6390557289124,1057.1293830871582,610.8101010322571,973.8885760307312,916.4063334465027,991.3347959518433,928.838849067688,1260.0971460342407,879.9657821655273,1246.2973594665527,723.051130771637,1122.847318649292,1015.3365135192871,1139.9750709533691,1043.2432889938354,1443.1707859039307,985.9203696250916,1412.735104560852,879.260778427124,1289.2324924468994,1072.3522901535034,1288.3585691452026,1106.317400932312
A,1124.0686178207397,1397.05228805542,754.4594407081604,1274.9216556549072,543.7532663345337,914.4587516784668,495.62332034111023,583.6897492408752,514.9921178817749,326.77751779556274,831.3193321228027,635.4000568389893,809.1921210289001,415.3619408607483,789.2337441444397,709.2083692550659,798.1326580047607,808.7975382804871,1073.9974975585938,673.669695854187,1074.9377012252808,465.1484489440918,992.7864670753479,823.2975006103516,990.652322769165,831.9845795631409,1296.3812351226807,756.6739916801453,1303.1425476074219,585.8010649681091,1170.8781719207764,933.661937713623,1172.1187829971313,964.6458625793457,1496.3939189910889,854.4896841049194,1497.9870319366455,747.5941777229309,1370.324730873108,982.5953245162964,1356.6803932189941,1035.393238067627
A,1022.2079753875732,1511.7371082305908,705.3520083427429,1341.6898250579834,516.9220566749573,963.4529948234558,491.2512004375458,636.5154981613159,545.8252429962158,388.33025097846985,849.5955467224121,702.5682330131531,807.0987462997437,479.2538285255432,771.6456055641174,781.9682955741882,788.5538935661316,906.5982103347778,1085.1491689682007,763.8020515441895,1052.2042512893677,555.2158355712891,954.2354345321655,922.2652912139893,972.0851182937622,959.1500759124756,1296.2939739227295,862.5686168670654,1273.8794088363647,689.7689700126648,1128.5312175750732,1035.0062847137451,1146.313190460205,1086.1753225326538,1489.939570426941,982.5259447097778,1481.2684059143066,862.563967704773,1331.4688205718994,1084.274172782898,1318.4868097305298,1143.3391571044922
A,1138.4191513061523,1381.077527999878,766.9228315353394,1268.7323093414307,545.116126537323,956.8760395050049,468.3425724506378,633.4627866744995,404.0888547897339,351.29445791244507,693.6875581741333,688.4788274765015,691.0404562950134,364.34051394462585,706.6364288330078,590.0254845619202,724.3387699127197,727.911114692688,919.445812702179,699.056088924408,910.6845855712891,382.118821144104,883.7675452232361,740.6657338142395,887.1152997016907,838.3947014808655,1140.6214237213135,746.6815114021301,1129.0791034698486,455.7345509529114,1071.509838104248,808.5036873817444,1068.5111284255981,906.7407250404358,1352.947473526001,813.825249671936,1337.2780084609985,617.122232913971,1261.200189590454,852.0596027374268,1241.6458129882812,931.0612082481384
A,1136.3682746887207,1383.9763402938843,787.3518466949463,1254.7274827957153,580.1275968551636,935.1914525032043,519.5955634117126,619.1964149475098,499.4366466999054,356.121689081192,718.5248136520386,666.7372584342957,715.9531116485596,367.7079975605011,739.6771311759949,592.6933288574219,755.6353807449341,721.7862606048584,938.8986825942993,691.0330653190613,952.7464509010315,391.85380935668945,923.7176179885864,741.5663599967957,917.4820780754089,826.407790184021,1152.087926864624,752.7884840965271,1163.8481616973877,478.2857894897461,1094.3896770477295,824.6704936027527,1078.446626663208,912.2215509414673,1355.7324409484863,832.947850227356,1360.7004880905151,645.4081535339355,1275.9039402008057,875.8677244186401,1244.0513372421265,946.0946917533875
A,1121.2091445922852,1414.8521423339844,796.6654300689697,1291.5406227111816,608.0812215805054,984.2438697814941,558.4452152252197,667.5756573677063,520.5716490745544,396.0294723510742,726.9048094749451,710.6099724769592,779.8969149589539,429.37004566192627,793.3723330497742,664.859414100647,786.9638204574585,794.1180467605591,945.4877972602844,735.7460856437683,1008.8772773742676,469.95440125465393,971.8796610832214,816.0238862037659,934.7772598266602,874.7725486755371,1153.2715559005737,789.9476885795593,1219.3899154663086,565.4165744781494,1136.62588596344,886.5940570831299,1088.0547761917114,941.0310983657837,1339.7283554077148,860.4691624641418,1397.9227542877197,710.6962203979492,1297.6244688034058,924.2986440658569,1229.3460369110107,965.2751088142395
A,603.6702543497086,998.8323028087616,533.5203409194946,975.5335218906403,482.3892116546631,910.0937806367874,460.058256983757,854.0639575719833,443.2438910007477,804.0108578205109,510.39496064186096,833.8285584449768,477.9486805200577,795.659649848938,491.38936400413513,855.2294532060623,509.33535397052765,881.2499502897263,549.8699247837067,829.9911215305328,514.8670524358749,796.3344732522964,528.840959072113,871.5172904729843,548.2390075922012,881.8187038898468,591.7640626430511,834.160444021225,557.8195452690125,799.5591861009598,565.0568604469299,874.1215665340424,584.7416371107101,889.0780448913574,638.7755423784256,844.7221021652222,606.4881831407547,813.3364926576614,602.9282659292221,863.3169178962708,619.1740483045578,879.1140034198761
A,121.52460962533951,1185.0993851423264,196.42509520053864,1133.1531699895859,266.95501059293747,1128.896860718727,312.2931495308876,1151.451960325241,325.67084580659866,1175.4770888090134,338.92853558063507,1151.967281460762,396.48064970970154,1168.4047614336014,375.2267360687256,1179.0116622447968,350.3248617053032,1179.160668849945,340.4887765645981,1205.8619527816772,369.8294162750244,1235.6302760839462,337.34630048274994,1233.9613066911697,306.91981315612793,1221.909900546074,325.3171965479851,1257.0333971977234,342.11307764053345,1279.825523853302,309.0967386960983,1272.5681706666946,275.2358168363571,1260.633409500122,302.3543134331703,1304.7341167926788,318.5947313904762,1320.2506818771362,289.7018641233444,1311.058230638504,260.3577822446823,1300.340489268303
A,2028.7520275115967,1598.8868865966797,1904.133147239685,1552.0697479248047,1829.932770729065,1438.990493774414,1803.721302986145,1328.5397186279297,1775.5640029907227,1242.4244842529297,1852.4022436141968,1333.1119537353516,1851.5152606964111,1213.2596282958984,1876.335054397583,1295.7282257080078,1881.539626121521,1352.0526580810547,1931.177945137024,1332.293197631836,1945.9040431976318,1221.249984741211,1952.597827911377,1338.9899139404297,1940.1659879684448,1379.6107635498047,2005.1032085418701,1347.0026550292969,2020.3962755203247,1254.8379364013672,2012.8725852966309,1368.350601196289,2000.0049276351929,1410.427963256836,2081.0292253494263,1367.6020202636719,2089.07866191864,1305.6336364746094,2071.1649808883667,1381.0621948242188,2055.836525917053,1414.8053283691406
A,296.9719138145447,3039.6011352539062,356.02464389801025,3110.6637268066406,354.06013464927673,3185.729736328125,346.6703860759735,3241.006622314453,354.42596912384033,3293.167510986328,272.2903425693512,3226.737579345703,256.44593954086304,3303.8300170898438,257.1041371822357,3340.714141845703,257.1421887874603,3364.2479553222656,247.0264549255371,3200.6398315429688,247.73392939567566,3262.216552734375,271.39324426651,3284.901123046875,286.3858938217163,3286.73583984375,239.5122776031494,3176.599822998047,233.87423467636108,3227.3585815429688,254.67270302772522,3256.7511291503906,272.8742444515228,3262.7015991210938,240.45475244522095,3153.8092346191406,239.4383306503296,3197.300811767578,254.59108233451843,3219.9373168945312,269.00902581214905,3225.2926025390625
A,293.32060861587524,3105.026092529297,356.1257026195526,3170.170623779297,355.7918949127197,3244.145965576172,347.44708275794983,3302.2933044433594,354.7770268917084,3354.9098510742188,269.6480073928833,3287.7809143066406,249.83843684196472,3368.7237854003906,246.93918991088867,3408.2149658203125,245.48818707466125,3434.5497436523438,239.02321934700012,3264.0125427246094,237.79458057880402,3330.296356201172,258.8427150249481,3355.03564453125,272.5464298725128,3358.4996337890625,228.0137642621994,3239.9129333496094,224.73154377937317,3292.7091064453125,247.70069766044617,3321.6687927246094,266.844269990921,3327.1051025390625,226.26370751857758,3215.9789428710938,228.9738221168518,3262.357177734375,246.58109259605408,3283.684112548828,262.3311276435852,3287.3807373046875
A,295.4182984828949,3116.840789794922,366.37366580963135,3193.1221618652344,373.9875383377075,3265.8318786621094,373.95310163497925,3319.0103759765625,379.21227741241455,3374.0348510742188,295.13712882995605,3315.22119140625,286.69538021087646,3387.820770263672,284.0184814929962,3424.0509338378906,278.93716526031494,3449.9583435058594,267.9349875450134,3288.6397705078125,270.29551887512207,3352.9575805664062,287.83461356163025,3371.2948608398438,298.2925581932068,3375.0532836914062,256.2833957672119,3261.2640380859375,256.3011531829834,3315.6529541015625,273.3046398162842,3339.1900634765625,287.10852551460266,3346.8162231445312,252.00598311424255,3236.0185546875,257.1168051958084,3281.5980834960938,271.0272512435913,3303.775634765625,284.45686769485474,3312.955535888672
A,1546.9321496486664,1581.8896102905273,1359.2853949069977,1511.8313579559326,1212.5183908939362,1337.4568128585815,1134.0176939964294,1169.315978527069,1063.217720746994,1057.5420184135437,1250.4041962623596,1193.5860633850098,1179.9154901504517,1044.6406116485596,1214.7308864593506,1163.825255393982,1243.7331991195679,1224.722680568695,1369.2780718803406,1190.6588702201843,1314.2774105072021,1046.1500787734985,1351.4368107318878,1238.50626039505,1374.2675585746765,1274.8261337280273,1491.8599762916565,1196.215078830719,1443.6565232276917,1063.5719027519226,1453.8526811599731,1259.687626361847,1478.2674021720886,1302.7708520889282,1621.317855834961,1204.822926044464,1572.2766416072845,1114.0556015968323,1559.3558886051178,1250.7405290603638,1578.6505358219147,1290.8924160003662
A,1376.2074794769287,1496.1842441558838,1062.5265533924103,1501.4909477233887,808.3424463272095,1221.9538655281067,665.793497800827,932.8931374549866,490.4059238433838,731.5936970710754,853.5671546459198,949.5499405860901,724.741712808609,701.9713068008423,804.9769495725632,938.5141406059265,871.937903881073,1088.0815892219543,1056.9817836284637,909.8708848953247,945.0211361646652,665.424882888794,1018.4530613422394,991.0330328941345,1057.8096413612366,1084.6891651153564,1277.627921819687,909.0670948028564,1188.5648703575134,694.322940826416,1233.001219511032,1012.9312076568604,1276.050627708435,1107.2148642539978,1505.754720211029,937.3073039054871,1447.8144671916962,780.9506311416626,1434.864119052887,999.1438660621643,1441.9297564029694,1076.463559627533
A,1323.2357547283173,1502.1009683609009,1091.2256598472595,1477.6642141342163,882.4451562166214,1273.0220971107483,772.7949446439743,1074.8642706871033,694.5584735870361,918.6752653121948,960.635219335556,1062.2935156822205,866.5434129238129,878.2908396720886,923.9285556077957,1060.1812443733215,975.2539501190186,1163.2654428482056,1103.0208764076233,1041.4206147193909,1013.2139160633087,861.815215587616,1062.3226118087769,1094.6642231941223,1108.1022577285767,1159.088574886322,1255.504002571106,1043.7807021141052,1172.4040832519531,885.8534526824951,1200.0900456905365,1122.6258311271667,1250.2207524776459,1192.4446353912354,1417.9416890144348,1058.8914184570312,1337.9407374858856,946.5429825782776,1334.3364644050598,1103.9916429519653,1369.7981171607971,1159.6893062591553
A,1357.695088148117,1507.836513519287,1124.2887246608734,1462.9417276382446,919.6681802272797,1262.7841758728027,813.5504994392395,1068.8860530853271,739.6137871742249,925.9627318382263,1000.3893184661865,1075.394296169281,903.9304769039154,908.7591671943665,959.9076050519943,1085.3809466362,1010.7736415863037,1181.4039220809937,1135.026231765747,1054.6350927352905,1051.900517463684,888.470338344574,1110.516161441803,1115.0055632591248,1163.2437551021576,1184.6685996055603,1281.5343647003174,1053.013156414032,1203.383742570877,909.6445646286011,1233.6082077026367,1137.7378525733948,1285.655804157257,1208.8425674438477,1445.2263321876526,1059.7239208221436,1366.8319244384766,956.3871464729309,1364.1866719722748,1109.0498394966125,1402.4997067451477,1170.0833024978638
A,848.6850800514221,2065.4573936462402,577.5716038942337,2017.6929473876953,393.5979520082474,1696.7879219055176,321.1202489733696,1427.0002098083496,234.17067593336105,1209.2157897949219,508.895943403244,1384.7906398773193,441.8378561139107,1165.7369785308838,451.8872194290161,1416.9146633148193,480.6503931283951,1544.4684562683105,727.9478294849396,1404.6614456176758,700.9625226259232,1223.0177192687988,655.4790179729462,1554.7813339233398,651.9054465293884,1620.2127285003662,938.4965744018555,1475.5234966278076,928.6074500083923,1342.5552921295166,844.9190686941147,1654.5231971740723,841.3092198371887,1707.4093551635742,1125.048056602478,1571.044412612915,1127.2047843933105,1495.1195011138916,1032.8901851177216,1700.5526504516602,1012.0662932395935,1744.523769378662
A,918.2419588565826,2235.440986633301,625.2178004980087,2160.8374557495117,411.45325165987015,1828.1240501403809,329.1476526260376,1543.384620666504,266.10940915346146,1312.9930000305176,570.7367312908173,1459.1612949371338,472.4514788389206,1228.6822242736816,465.61250245571136,1524.0509662628174,496.82240438461304,1675.9975776672363,807.4796290397644,1500.3347911834717,737.9063898324966,1310.5928421020508,683.3324110507965,1672.3721466064453,695.8250827789307,1747.0077781677246,1034.545266866684,1593.730447769165,982.802294254303,1461.083444595337,886.7921773195267,1797.3959197998047,905.1094805002213,1858.8307800292969,1242.6685137748718,1715.0522346496582,1216.5317044258118,1650.764305114746,1103.4014389514923,1856.9778900146484,1093.173944234848,1898.6986541748047
A,531.1430261135101,1849.0120582580566,357.23591870069504,1763.5999374389648,233.54599857330322,1545.7965488433838,199.63471519947052,1335.933506011963,147.0517672598362,1185.5515594482422,170.64726993441582,1267.0955486297607,198.38278877735138,1191.565767288208,300.83252960443497,1346.7505588531494,331.11021691560745,1457.6749362945557,320.3676704764366,1211.0599250793457,407.22605752944946,1182.2594890594482,488.92405092716217,1417.478370666504,487.8155926465988,1559.0313663482666,477.0318989753723,1199.9141807556152,577.9496440887451,1208.0210609436035,629.0567497014999,1432.4968185424805,608.5026676654816,1567.788917541504,630.7889277935028,1228.800802230835,711.785831451416,1220.6941165924072,749.3361825942993,1359.1030941009521,740.5219749212265,1456.335657119751
